iata,name,country,region,latitude,longitude,facility_type,init_capacity,security_level,in_charge
SKW,Skwentna Airport,US,US-AK,61.9653015137,-151.190994263,small_airport,0,10,False
SXQ,Soldotna Airport,US,US-AK,60.47570037841797,-151.03399658203125,medium_airport,0,20,False
SYA,Eareckson Air Station,US,US-AK,52.71229935,174.1139984,medium_airport,0,20,False
TAL,Ralph M Calhoun Memorial Airport,US,US-AK,65.1744003296,-152.10899353,small_airport,0,10,False
TNC,Tin City Long Range Radar Station Airport,US,US-AK,65.56310272,-167.9219971,small_airport,0,10,False
TLA,Teller Airport,US,US-AK,65.2404022217,-166.339004517,small_airport,0,10,False
TOG,Togiak Airport,US,US-AK,59.052799224853516,-160.39700317382812,medium_airport,0,20,False
TKA,Talkeetna Airport,US,US-AK,62.320499420166,-150.09399414062,medium_airport,0,20,False
TLJ,Tatalina LRRS Airport,US,US-AK,62.894401550299996,-155.977005005,medium_airport,0,20,False
ATK,Atqasuk Edward Burnell Sr Memorial Airport,US,US-AK,70.46730041503906,-157.43600463867188,medium_airport,0,20,False
AUK,Alakanuk Airport,US,US-AK,62.680042266799994,-164.659927368,small_airport,0,10,False
UMT,Umiat Airport,US,US-AK,69.37110138,-152.1360016,small_airport,0,10,False
UNK,Unalakleet Airport,US,US-AK,63.88840103,-160.798996,small_airport,0,10,False
WOW,Willow Airport,US,US-AK,61.7541999817,-150.052001953,small_airport,0,10,False
VAK,Chevak Airport,US,US-AK,61.5409,-165.6005,small_airport,0,10,False
KVC,King Cove Airport,US,US-AK,55.11629867553711,-162.26600646972656,small_airport,0,10,False
VDZ,Valdez Pioneer Field,US,US-AK,61.13389969,-146.2480011,medium_airport,0,20,False
VEE,Venetie Airport,US,US-AK,67.0086975098,-146.365997314,small_airport,0,10,False
KVL,Kivalina Airport,US,US-AK,67.73619842529297,-164.56300354003906,medium_airport,0,20,False
WBQ,Beaver Airport,US,US-AK,66.362197876,-147.406997681,small_airport,0,10,False
SWD,Seward Airport,US,US-AK,60.12689971923828,-149.41900634765625,medium_airport,0,20,False
WRG,Wrangell Airport,US,US-AK,56.48429871,-132.3699951,medium_airport,120,20,False
AIN,Wainwright Airport,US,US-AK,70.6380004883,-159.994995117,medium_airport,0,20,False
WMO,White Mountain Airport,US,US-AK,64.689201355,-163.412994385,small_airport,0,10,False
WTK,Noatak Airport,US,US-AK,67.56610107421875,-162.97500610351562,medium_airport,0,20,False
WWA,Wasilla Airport,US,US-AK,61.5717010498,-149.539993286,medium_airport,0,20,False
YAK,Yakutat Airport,US,US-AK,59.5032997131,-139.660003662,medium_airport,120,20,False
AKI,Akiak Airport,US,US-AK,60.9029006958,-161.231002808,small_airport,0,10,False
AET,Allakaket Airport,US,US-AK,66.5518035889,-152.621994019,small_airport,0,10,False
PFC,Pacific City State Airport,US,US-OR,45.199798584,-123.961997986,small_airport,0,10,False
NCN,Chenega Bay Airport,US,US-AK,60.0773010254,-147.992004395,small_airport,0,10,False
CLP,Clarks Point Airport,US,US-AK,58.83369827,-158.529007,small_airport,0,10,False
ELI,Elim Airport,US,US-AK,64.61470032,-162.2720032,small_airport,0,10,False
KUK,Kasigluk Airport,US,US-AK,60.87440109,-162.5240021,small_airport,0,10,False
KNK,Kokhanok Airport,US,US-AK,59.433200836199994,-154.804000854,small_airport,0,10,False
KOT,Kotlik Airport,US,US-AK,63.0306015015,-163.533004761,small_airport,0,10,False
KTS,Brevig Mission Airport,US,US-AK,65.3312988281,-166.466003418,small_airport,0,10,False
KYU,Koyukuk Airport,US,US-AK,64.8760986328,-157.727005005,small_airport,0,10,False
KWT,Kwethluk Airport,US,US-AK,60.790298461899994,-161.444000244,small_airport,0,10,False
ORV,Robert (Bob) Curtis Memorial Airport,US,US-AK,66.81790161,-161.0189972,small_airport,0,10,False
SKK,Shaktoolik Airport,US,US-AK,64.37110138,-161.223999,small_airport,0,10,False
TKJ,Tok Junction Airport,US,US-AK,63.32949829,-142.9539948,small_airport,0,10,False
WSN,South Naknek Nr 2 Airport,US,US-AK,58.7033996582,-157.007995605,small_airport,0,10,False
FYU,Fort Yukon Airport,US,US-AK,66.57150268554688,-145.25,medium_airport,0,20,False
PGM,Port Graham Airport,US,US-AK,59.348300933838,-151.83200073242,small_airport,0,10,False
BKH,Barking Sands Airport,US,US-HI,22.022800445599998,-159.785003662,medium_airport,0,20,False
HDH,Dillingham Airfield,US,US-HI,21.5795001984,-158.197006226,medium_airport,0,20,False
HHI,Wheeler Army Airfield,US,US-HI,21.48349953,-158.0399933,medium_airport,0,20,False
HNM,Hana Airport,US,US-HI,20.79560089111328,-156.01400756835938,medium_airport,0,20,False
JHM,Kapalua Airport,US,US-HI,20.962900161743164,-156.67300415039062,medium_airport,0,20,False
JRF,Kalaeloa Airport,US,US-HI,21.3074,-158.070009,medium_airport,0,20,False
KOA,Ellison Onizuka Kona International At Keahole Airport,US,US-HI,19.738783,-156.045603,medium_airport,2338,20,False
LIH,Lihue Airport,US,US-HI,21.97599983215332,-159.33900451660156,medium_airport,2072,20,False
LUP,Kalaupapa Airport,US,US-HI,21.21100044,-156.973999,small_airport,0,10,False
MKK,Molokai Airport,US,US-HI,21.15290069580078,-157.0959930419922,medium_airport,0,20,False
MUE,Waimea Kohala Airport,US,US-HI,20.001300811767578,-155.66799926757812,medium_airport,0,20,False
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,US,US-HI,21.4505004883,-157.768005371,medium_airport,0,20,False
HNL,Daniel K Inouye International Airport,US,US-HI,21.32062,-157.924228,large_airport,8534,30,False
LNY,Lanai Airport,US,US-HI,20.785600662231445,-156.9510040283203,medium_airport,0,20,False
OGG,Kahului Airport,US,US-HI,20.8986,-156.429993,medium_airport,4383,20,False
PAK,Port Allen Airport,US,US-HI,21.896900177,-159.602996826,small_airport,0,10,False
BSF,Bradshaw Army Airfield,US,US-HI,19.760099411,-155.554000854,medium_airport,0,20,False
ITO,Hilo International Airport,US,US-HI,19.721399307250977,-155.04800415039062,medium_airport,1004,20,False
UPP,Upolu Airport,US,US-HI,20.265300750732422,-155.86000061035156,medium_airport,0,20,False
PIZ,Point Lay LRRS Airport,US,US-AK,69.73290253,-163.0050049,medium_airport,0,20,False
RDV,Red Devil Airport,US,US-AK,61.7881011963,-157.350006104,small_airport,0,10,False
RMP,Rampart Airport,US,US-AK,65.507896,-150.141007,small_airport,0,10,False
LPS,Lopez Island Airport,US,US-WA,48.4838981628418,-122.93800354003906,small_airport,0,10,False
SAS,Salton Sea Airport,US,US-CA,33.2414016724,-115.952003479,small_airport,0,10,True
SRV,Stony River 2 Airport,US,US-AK,61.7896995544,-156.589004517,small_airport,0,10,False
SVS,Stevens Village Airport,US,US-AK,66.0172,-149.0545,small_airport,0,10,False
SXP,Nunam Iqua Airport,US,US-AK,62.520599,-164.848006,small_airport,0,10,False
SYB,Seal Bay Seaplane Base,US,US-AK,58.3733,-152.2018,small_airport,0,10,False
SYN,Stanton Airfield,US,US-MN,44.475498199499995,-93.0162963867,small_airport,0,10,False
SZN,Santa Cruz Island Airport,US,US-CA,34.0606002808,-119.915000916,small_airport,0,10,True
SZP,Santa Paula Airport,US,US-CA,34.34719849,-119.060997,small_airport,0,10,True
TCT,Takotna Airport,US,US-AK,62.993206,-156.029026,small_airport,0,10,False
TLT,Tuluksak Airport,US,US-AK,61.096801757799994,-160.968994141,small_airport,0,10,False
PTA,Port Alsworth Airport,US,US-AK,60.201681,-154.325863,small_airport,0,10,False
TSG,Tanacross Airport,US,US-AK,63.374401092499994,-143.335998535,small_airport,0,10,False
TYE,Tyonek Airport,US,US-AK,61.076698303223,-151.13800048828,small_airport,0,10,False
DBS,Dubois Municipal Airport,US,US-ID,44.1665992737,-112.225997925,small_airport,0,10,False
UGB,Ugashik Bay Airport,US,US-AK,57.4253997803,-157.740005493,small_airport,0,10,False
RTL,Spirit Lake Municipal Airport,US,US-IA,43.387500762939,-95.139198303223,small_airport,0,10,False
GMV,Monument Valley Airport,US,US-UT,37.016700744599994,-110.200996399,small_airport,0,10,True
RCE,Roche Harbor Airport,US,US-WA,48.6123008728,-123.138999939,small_airport,0,10,False
WBB,Stebbins Airport,US,US-AK,63.5159988403,-162.277999878,small_airport,0,10,False
WEA,Parker County Airport,US,US-TX,32.7462997437,-97.6824035645,small_airport,0,10,True
DTR,Decatur Shores Airport,US,US-WA,48.499801635699995,-122.814002991,small_airport,0,10,False
WSM,Wiseman Airport,US,US-AK,67.4046020508,-150.123001099,small_airport,0,10,False
GWV,Glendale Fokker Field,US,US-WV,39.948699951200005,-80.7594985962,small_airport,0,10,False
UKN,Waukon Municipal Airport,US,US-IA,43.280498504639,-91.469497680664,small_airport,0,10,False
KKI,Akiachak Airport,US,US-AK,60.904800415039,-161.42199707031,small_airport,0,10,False
BCC,Bear Creek 3 Airport,US,US-AK,63.5733160384,-156.149454117,small_airport,0,10,False
KBC,Birch Creek Airport,US,US-AK,66.2740020752,-145.824005127,small_airport,0,10,False
CZC,Copper Center 2 Airport,US,US-AK,61.9412002563,-145.294006348,small_airport,0,10,False
ZNC,Nyac Airport,US,US-AK,60.9807014465,-159.994003296,small_airport,0,10,False
